msg:1	[title26][sentence]\n你幹嘛沒事找罪受，\n做這種缺德事？
msg:10701	[title22][sentence]\n游過去仔細看看，應該\n不會太遠。
msg:10702	[title20][sentence]\n它死了。不過老實說，\n還真有點像你早上起床\n的樣子。
msg:10703	[title17][sentence]\n看起來怪怪的，但沒有\n危害。
msg:10704	[title20][sentence]\n這是一塊相對堅硬的天\n然礦物集合體……好啦\n，就是塊爛石頭，有什\n麼大不了。
msg:10705	[title12][sentence]\n它又綠又黏。
msg:10706	[title21][sentence]\n下面還有更多海藻。
msg:10707	[title29][sentence]\n上面布滿看起來很銳利\n的岩石結構，最好還是\n避開比較明智。
msg:10708	[title25][sentence]\n你在潟湖的正中央。從\n這裡看來，你可以往北\n、往南，或往西游。
msg:10709	[title29][sentence]\n那隻鬼蝠魟優雅地沿著\n海底游動。
msg:10710	[title29][sentence]\n就算你抓得到牠，你也\n用不著。
msg:10301	[title21]美味火雞\n天哪，這隻火雞看起來\n真好吃！現在是不是該\n吃掉它了……？
msg:10302	[title22]糟了\n天哪！火雞居然「爆炸\n」了！看來你回收來的\n那塊貝迪斯電路板不太\n行。
msg:10303	[title29]烤箱\n你看到船上的烤箱模組\n，上面還沾著那場火雞\n悲劇留下、正冒著煙的\n肉塊。
msg:10304	[width30][center][under]輔助電源模組\n[center][down]（又稱「賓奇」）[cr]\n這小傢伙很可愛吧？雖\n然看不太出來，但賓奇\n其實是一台配備齊全的\nSTELLARTRON XJ-6281Q4\nMark 12 型仿生鼠獸，\n配有 QR3 融合動力鬍鬚\n，還有一顆花生米大小\n的正子腦。信不信由你\n，賓奇可以無限期維持\n這艘船的維生系統運作。
msg:10305	[title29][sentence]\n別碰賓奇！現在，他是\n唯一擋在你和「一級躍\n遷圍阻突破事故」之間\n的東西。這通常代表房\n間中央那個紅色大傢伙\n——躍遷分流器，會以\n足以把整顆星球劈成兩\n半的威力爆炸。而且，\n如果你徒手碰賓奇，身\n上的電流大概會把你的\n手直接炸飛。
msg:10306	[title27][sentence]\n其實賓奇的話很多，是你\n見過最健談的 Mark 12 型\n仿生鼠獸。你們倆常坐下\n來暢談亞里斯多德的《形\n上學》，再下一盤超維西\n洋棋（沒錯，倉鼠每次都\n贏，不過你的作弊技巧確\n實也進步不少）。現在，\n你只要慶幸輔助電源模組\n還「開著」就好。
msg:10307	[title30]大水管\n平常這些管子負責把超\n高溫蒸氣從躍遷裝置輸\n送到次元裂隙引擎。不\n過現在，它們似乎更擅\n長把剛才那些蒸氣直接\n排放到周圍環境裡。也\n罷，你隨時可以回來這\n裡順便燙一下衣服。
msg:10308	[title32]曲速線圈（除役）\nRQ-11 加賀崎曲速線圈平\n常位在次元裂隙引擎座的\n底部，是讓飛船躍遷的主\n要觸媒。不過這一個現在\n卻躺在工程室地板上，顯\n然吃了不少苦頭——它最\n近才被量子分流器一股腦\n轟穿一道五呎厚的艙壁。\n看來你得另外找辦法離開\n這顆石頭了，這玩意兒是\n哪裡都去不了了。
msg:10309	[title22][sentence]\n你沒辦法拿走鏟子，因\n為熔爐的高溫已經把金\n屬焊死在牆上了。
msg:10310	[title22]「拿」煤炭！！？\n還把手弄髒？門都沒有！
msg:10311	[title26][sentence]\n這裡已經夠熱了。再說\n，你也知道流汗會讓你\n臭氣沖天。
msg:10312	[title29][sentence]\n沒錯，這確實是座熔爐\n——精確地說，是\nStarTech Model 8 型躍\n遷高爐。它能達到的溫\n度，大概就跟……你知\n道的——那個雪球完全\n撐不住的地方差不多熱。\n現在爐門正開著，所以\n這裡才會這麼溫暖舒適。
msg:10313	[title25][sentence]\n把頭湊到火邊，讓腦子\n暖和一下吧。它「已經\n開著了」，愛因斯坦！
msg:10314	[title20][sentence]\n鉸鏈看起來壞掉了。
msg:10315	[title33]普列漢諾夫護盾產生器\n若不是這個小傢伙，你現在大概\n已經是一團快速擴散的亞原子粒\n子雲了。用白話講，普列漢諾夫\n護盾產生器負責保護飛船，不被\n路過的惡意能量炸成碎片。除了\n你那（咳）傳說級的駕駛技術之\n外，P.S.G. 是你在最近那場遭\n遇戰裡活下來的主要原因。現在\n別再想卡斯匹多小姐了，開始想\n想要怎麼繞過那艘大型戰艦吧（\n前提是你還能再入軌一次）。
msg:10316	[title33]躍遷裝置\n這就是惡名昭彰的\nRICHARDS 421-K 型十\n電池渦輪增壓躍遷加速\n裝置，還配有兒童安全\n鎖反物質存取模組。你\n是在全宇宙電視購物頻\n道（TT412 頻道）買下\n這台的。
msg:10317	[title26][sentence]\n這個壓力錶顯示著頭頂\n大水管裡的壓力。你可\n以看到，現在的流量有\n點不太穩定，這大概跟\n被擊落、一路墜進海底\n不無關係。
msg:10318	[title30][sentence]\n這是躍遷裝置和主電力\n系統的手動超馳控制。\n平常你可以在這裡調整\n電網，或控制引擎輸出\n等級。這個控制台顯然\n在迫降時受損了，現在\n完全沒反應。
msg:10319	[title24][sentence]\n這是一具緊急水中呼吸\n器，似乎是從固定架上\n掉下來的。它能讓配戴\n者在惡劣環境中呼吸，\n例如水底，或是……男\n生更衣室。
msg:10320	[title27][sentence]\n工作台上有一個你最近\n修好的計時裝置。雖然\n它原本設計是要定時點\n燃反推噴嘴，但你發現\n它更好的用途——提醒\n你火雞什麼時候烤好。
msg:10321	[title20][sentence]\n透過滿滿的油污和髒垢\n，你勉強能看出瀝青地\n磚的花紋。
msg:10322	[title26][sentence]\n評估完損害狀況後，你\n真希望自己有帶工具箱\n。工具箱裡有一瓶威士\n忌，而現在的你，真的\n很需要來一杯烈酒。
msg:10323	[title30]烤箱\n自從裝上那塊回收來的\n貝迪斯電路板後，這是\n你第一次測試這個烤箱\n。火雞看起來快烤好了。
msg:10324	[title27]工作台\n你的船最近挨了一頓「\n毒打」，把工作台上的\n東西幾乎全震飛了。這\n裡有個小型計時裝置。
msg:10325	[title27]工作台\n你的船最近挨了一頓「\n毒打」，把工作台上的\n東西幾乎全震飛了。
msg:70110	[title33][sentence]\n你那手定時炸彈的小把\n戲，把這座城市「弄濕\n」了一點。遠處只剩一\n棟建築露出水面。你放\n下水的小船就漂在不遠\n不近的地方，搆不太到。
msg:70111	[title33][sentence]\n你那手定時炸彈的小把\n戲，把這座城市「弄濕\n」了一點。遠處只剩一\n棟建築露出水面。
msg:70112	[title26][sentence]\n整座城市完全沉在水面\n之下，你只能看到遠處\n一座孤零零的高塔。
msg:70113	[title20][sentence]\n你大概不會想再用這個\n了。可以確定的是，往\n下走一定會弄得一身濕。
msg:70114	[title30][sentence]\n城市的邊緣顯然就是火\n山口的頂端。你站著的\n這一小段路面經過鋪設\n，你猜這裡可能曾經是\n個維修平台。
msg:70115	[title27][sentence]\n這些東西在城市建造時\n大概發揮過某種作用。\n歲月和風化在這些突起\n物上留下痕跡，有些地\n方甚至露出裡面的鋼筋\n。最右邊那根橋墩的上\n角，伸出一個銳利的鉤\n子。
msg:70116	[title20][sentence]\n一塊尖銳的金屬從其中\n一根水泥橋墩伸出來，\n風化已經把大部分金屬\n鏽蝕殆盡。
msg:70117	[title17][sentence]\n你綁在鉤子上的釣魚線\n還在這裡。
msg:70118	[title21][sentence]\n城市邊緣被火成岩包圍\n，顏色藍紫，質地多孔。
msg:70119	[title16][sentence]\n你不需要任何浮石。
msg:70120	[title24][sentence]\n你在東邊看到一座傳送\n亭。
msg:70121	[title22][sentence]\n遠處，你看到唯一一棟\n露出水面的建築。
msg:70122	[title27][sentence]\n還不錯！這艘船在淹水\n過程中總算保持沒翻，\n現在就漂在不遠不近的\n地方。
msg:70123	[title16][sentence]\n那艘小船「停靠」在維修平台。
msg:70124	[title29][sentence]\n釣魚線已經死死纏在一起，\n看樣子這東西沒辦法拿來釣魚了。
msg:70125	[title22][sentence]\n你不需要拉釣魚線，\n船已經在這裡了。
msg:70126	[title19][sentence]\n你把釣魚線收回來，\n塞進口袋裡。
msg:70127	[title29][sentence]\n你很想乾脆伸手抓住那艘船，\n可惜手臂沒那麼長。\n往下一看，水裡有個龐然大物在游動——\n游過去，大概會變成要命的蠢主意。
msg:70128	[title33][sentence]\n你那手定時炸彈的小把戲，\n把整座城市「稍微弄濕」了一下。\n遠方只剩一棟建築物還探出水面。\n你放下去的那艘船，\n現在已經飄到平台伸手可及的距離了。
msg:10501	[title25][sentence]\n[noun1]沒什麼特別的。
msg:10502	[title27][sentence]\n這是懸崖，它就在海裡，行了吧？
msg:10503	[title27][sentence]\n滿漂亮的。
msg:10504	[title26][sentence]\n你不禁納悶，什麼樣的病態社會\n會污染自己的海洋。\n而且這裡離紐澤西這麼遠，\n居然還看得到這種東西，\n真讓你意外。
msg:10505	[title11][sentence]\n噁！還是不要好了。
msg:10506	[title25][sentence]\n看起來是一顆海軍近發水雷，\n你最好別靠太近。
msg:10507	[title25][sentence]\n傻瓜和他的軀幹，很快就要分家了。
msg:10508	[title24][sentence]\n讓你想起上次的相親對象。
msg:10509	[title20][sentence]\n那個壞女巫沒有融化——\n她還在上面。
msg:10510	[title25][sentence]\n南邊有一大片開闊地，\n或許值得去看看。
msg:10511	[title14][sentence]\n沒什麼特別的。
msg:10512	[title26][sentence]\n你還在水裡。\n西邊你看到一株奇怪的植物，\n南邊則有一大片開闊地。\n
msg:10901	[title10][sentence]\n大部分都是沙子。
msg:10902	[title21][sentence]\n你對珊瑚沒什麼興趣。
msg:10903	[title27][sentence]\n你其實用不到它，\n除非你打算拿去做點廉價珠寶。
msg:10904	[title25][sentence]\n你的心臟撲通撲通狂跳，\n只因為……石頭？
msg:10905	[title25][sentence]\n你不需要任何石頭。
msg:10906	[title16][sentence]\n沒什麼意思。
msg:10907	[title29][sentence]\n這說不定是離開這裡的路。\n當然，還有那隻怪異\n又飢餓的紫色東西這個小麻煩。
msg:10908	[title30][sentence]\n那個奇怪的紫色東西，\n就是從這些洞裡的其中一個爬出來的。
msg:10910	[title25][sentence]\n你大概不會想\n太靠近那東西。
msg:10911	[title25][sentence]\n自從你上次來過這裡，\n情況沒什麼變化。
msg:10912	[title29][sentence]\n你在潟湖的東南邊緣。\n這裡有個洞穴，\n或許能安全離開水面。
msg:10913	[title26][sentence]\n這說不定是離開這裡的路。\n旁邊躺著一隻死掉的生物。\n
msg:10914	[title24][sentence]\n他看起來死透了。\n那個漢堡一定毒到不行，\n才能把他弄得這樣直冒膿。
msg:10915	[title32][sentence]\n他看起來對那個漢堡沒什麼興趣。\n話說回來，換作是你，你會吃嗎？
msg:30710	[title27][sentence]\n這個通風口剛好大到能讓你爬過去，\n但被一個小門閂卡住了。
msg:30711	[title16][sentence]\n那把小手術刀派上用場了。\n門閂被撬開，通風口已經解鎖。
msg:30712	[title19][sentence]\n還好你不是很累，\n因為這張「床」看起來超級不舒服。
msg:30713	[title33][sentence]\n天哪！看看排水孔裡那一坨\n糾結成團的頭髮。就跟你家的\n水槽一樣，只不過裡面沒有\n什麼東西在爬來爬去。
msg:30714	[title26][sentence]\n你注意到馬桶蓋是放下來的，\n立刻推斷上一個囚犯\n一定是女性。你被自己的\n聰明才智震懾了一下下。
msg:30715	[title29][sentence]\n牢房又濕又陰森。床看起來\n很不舒服；要說水槽和馬桶\n「不乾淨」，就跟說牛頓\n「還算聰明」一樣可笑。更糟的是，\n困住你的力場讓你的頭髮根根倒豎。
msg:30716	[title27][sentence]\n手術刀是精密器械。沒有\n正確的工具就想磨利它，\n不是個好主意。你可不想\n把它弄壞——之後可能用得到。
msg:30717	[title29][sentence]\n這間牢房的後牆顯然是\n從整塊岩石鑿出來的。其他的牆\n則是用堅固的鐵合金打造。\n唯一看得出來的出口就是\n牢房的正面，而那裡目前\n被強大的力場保護著。
msg:30718	[title26][sentence]\n這整間房裡，大概只有\n這盞燈比你聰明——它把房間\n染成一片鈉燈式的橘光。
msg:30719	[title26][sentence]\n你才走沒兩步，\n就狠狠撞上密不透風的力場。
msg:30720	[title20][sentence]\n你又試了一次想穿過\n那個無法穿透的力場，\n結果當然不出所料。
msg:30721	[title25][sentence]\n臉撞了第三次之後，\n你終於決定走路小心一點。
msg:30722	[title16][sentence]\n你又一次\n把臉撞上力場。
msg:30723	[title32][sentence]\n現在不行！那些守衛可能在看！
msg:10801	[title25][sentence]\n別費眼力了，\n這裡真的沒什麼好看的。
msg:10802	[title13][sentence]\n這裡沒什麼特別的。
msg:10803	[title21][sentence]\n它們當石頭已經當很久了，\n大概還會繼續當很久的石頭。
msg:10804	[title26][sentence]\n抱歉，太重了——更別說根本沒用。
msg:10805	[title25][sentence]\n幾百萬年前這些原本就是石頭。\n現在看看它們，已經變成了……\n嗯……更老更有智慧的石頭。\n演化真是太神奇了，不是嗎？
msg:10806	[title10][sentence]\n不值得。
msg:10807	[title25][sentence]\n心肺復甦絕對不用考慮，\n不過口對口嘛……算了。
msg:10808	[title26][sentence]\n你小心翼翼地撿起那條\n又死又黏滑的魚。
msg:10809	[title21][sentence]\n那個地方看起來挺有意思的。
msg:10810	[title25][sentence]\n你北邊有一大片開闊地。
msg:10811	[title25][sentence]\n你感覺到她的存在，\n雞皮疙瘩爬滿了全身的毛孔。
msg:10812	[title32][sentence]\n你在潟湖的南端附近。\n一道珊瑚屏障擋住你南進的路。\n你可以往北或往東游。\n
msg:20701	[title22][sentence]\n這片茂密的森林\n看起來是那種你想避開的地方。
msg:20702	[title20][sentence]\n整整齊齊又筆直。看到這附近\n有人對自家草坪這麼用心，\n你感到很欣慰。
msg:20703	[title21][sentence]\n這無疑是在告訴外人不受歡迎。\n或許你不該在這裡待太久。
msg:20704	[title21][sentence]\n噁！不管那個大鍋在煮什麼，\n味道臭到能把一匹馬熏死。\n不過話說回來，\n或許本來就該是這個效果。
msg:20705	[title30][sentence]\n這裡看起來是某種\n當地薩滿的家。大鍋底下的火\n最近才剛被添過柴——你可能不會想\n在這裡待太久。不過話說回來，\n門是開著的……
msg:20706	[title16][sentence]\n這條小路看起來常有人走。
msg:20707	[title20][sentence]\n壯麗的山脈\n巍然聳入天際。
msg:20708	[title26][sentence]\n真想不到，這種植物\n竟然生長在一個沒有\n化妝品產業的星球上。
msg:20709	[title18][sentence]\n這片草坪沒什麼看頭。
msg:20710	[title32][sentence]\n這隻鳥看起來，\n活脫脫就像你老家所謂的「兀鷲」。\n不過話說回來，\n在你老家，也有人\n這樣叫過「你」本人。
